,File Name,Original Language,Translated Language,Translated Transcription,Original Transcription
0,websdr_recording_2022-03-02T14 59 06Z_3296.0kHz.wav,ru,en,"You can drink it in the car, as you walk, reception Great, Brent How long is she stuck? For the fire department? Yes, very cool cartridge Very cool cartridge, we still need Brent Need this on the car, not those Wait, wait, wait What do you need to drink? What is warm? Thickies? Che? brent"," Его можно на машине выпить, как ходит, приема Отлично, Брэнт А на сколько она застряла? Для пожарной что ли? Да, очень крутой патрон Очень крутой патрон, нам таки подойдет Брэнт Необходимо вот это на машине, не те Стой, стой, стой Чем надо выпить? Чем тепло? Сгустяшки? Че? Брэнт"
0,websdr_recording_2022-03-02T15 24 34Z_3296.0kHz.wav,ru,en,"2-0-5, I'm 2-0-3, over. 2-0-5, I'm 2-0-3, over. 2-0-5 at the reception, speak, speak. Tighten the target. What to write down? Tighten the target. Dictate, dictate. 6-9-8-0-3, reception. 2nd, 6-9-8-0-3, over. I brought out the ending, 2-3, reception. Dictate, dictate coordinates. Coordinates of our cars, over. One more time, one more time So, let's go again. 6-9-8-0-3, dot, next. Further. Target, look, write down. 6-9-8-0-3, reception. 2nd, 6-9-8-0-3, over. Yes, that's right. Hands, welcome. Receive, receive. I repeat, I repeat. 7-9-8-0-3, reception. At 3 street, reception. 1st digit is 6, 1st digit is 6. 6-9-6-1st digit is 6. Yes, 1st digit is 6. Was it intelligence, or? 4th. This was provided by intelligence. I repeat, I repeat, to reinforce. 6-9-8-0-3, dot, 3. Street 3, over. Yes, that's right, welcome. I'll go, report, boss, reception. Let's go, let's go."," 2-0-5, я 2-0-3, прием. 2-0-5, я 2-0-3, прием. 2-0-5 на приеме, говори, говори. Затяжите цель же. Что записать? Затяжите цель же. Диктуй, диктуй. 6-9-8-0-3, прием. 2-й, 6-9-8-0-3, прием. Концовку вывела, 2-3, прием. Диктуй, диктуй координаты. Координаты наши машины, прием. Еще раз, еще раз. Так, еще раз давай. 6-9-8-0-3, точка, дальше. Дальше. Цель, смотри, записывай. 6-9-8-0-3, прием. 2-й, 6-9-8-0-3, прием. Да, верно. Руки, прием. Получить, получит. Повторяю, повторяю. 7-9-8-0-3, прием. На улице 3, прием. 1-я цифра 6, 1-я цифра 6. 6-9-6-1-я цифра 6. Да, 1-я цифра 6. Это разведка дала, или? 4-й. Это дала разведка. Повторяю, повторяю, для закрепления. 6-9-8-0-3, точка, 3. На улице 3, прием. Да, все верно, прием. Пойду, докладываю, начальника, прием. Поехали, поехали."
0,websdr_recording_2022-03-02T17 00 31Z_3296.0kHz.wav,ru,en,"I don't understand, repeat again I repeat, it's dangerous there. Were they going to go there or what? Hello Hello They say that the car left for the guys. Hello I'm checking now Where are the older guys? Where? Hi what's up with the gas? I pass, I pass Rybka Third, third, I'm fifth, hello Hello Prague, Prague, I set the task, in my opinion, to take a box, to eat after the guys Do you know about this? Hello Third, third, get out, hello I argued with the old people Prague, Prague, I set the task, in my opinion, to take a box, eat after the guys Do you know about this? Hello I don’t know, I don’t know One, two, three, the eldest, he will drive up, here, he will tell you what to do, hello Third, third, now there are 16 boxes, you touched 2 boxes, it doesn’t work The box will be later, the box will be later, I think , come out, hello Hello At the overlap, I argued with the old people, Prague, I said, take the box and go, the box is from Odessa, hello The box will be in Krasnodar, the box will be in Krasnodar, hello Hello I, number 3, accepted, handed over to Manula, that from the box from Krasnodar we, on an overlap, a holiday, pick up the box, but he is in Krasnodar So exactly, come on, come on, so exactly Where is Manul, far from you or not, nearby, hello Korabchik, he is next to me, now 7th, reallyおお, let's go"," Я не понял, повтори еще раз Повторяю, там опасно Они собирались туда поехать или что? Привет Привет Они говорят, что машина за ребятами уехала. Привет Я сейчас уточняю А где старший ребят? Где? Привет Что там с газом? Передаю, передаю Рыбку Третий, третий, я пятый, привет Привет Прага, Прага, поставил задачу, по-моему, взять коробочку, поедать за ребятами Ты об этом знаешь? Привет Третий, третий, вылезай, привет Я спорил со стариками Прага, Прага, поставил задачу, по-моему, взять коробочку, поедать за ребятами Ты об этом знаешь? Привет Не знаю, не знаю Один, два, три, старшего, подъедет, вот, скажет тебе, что делать, привет Третий, третий, сейчас 16 коробочек, вы трогали 2 коробочки, не получается Коробочка будет попозже, коробочка будет попозже, я думаю, выйдет, привет Привет На нахлесте, я спорил со стариками, Прага, я сказал, взять коробочку и ехать, коробочка от Одессы, привет Коробочка будет в Краснодаре, коробочка будет в Краснодаре, привет Привет Я, номер 3, принял, передать Манулу, что с коробочки от Краснодара нам, на нахлесте, праздник, забрать коробку, но он в Краснодаре Так точно, давай, давай, так точно А где находится Манул, далеко от вас или нет, рядом, привет Корабчик, он рядом со мной, сейчас 7 числа, правдаおお, давай давай"
0,websdr_recording_2022-03-02T18 17 18Z_3296.0kHz.wav,ru,en,"At the first moment, the distance from your place is on the ring road, but how much is the channel in a row? At the first moment, the distance from your place is on the ring road, but how much is the channel in a row? At the first moment, the distance from your place is on the ring road, but how much is the channel in a row? At the first moment, the distance from your place is on the ring road, but how much is the channel in a row? At the first moment, the distance from your place is on the ring road, but how long is the channel in a row? We were saved from 1933, but fades soon I repeat. I can handle this task. As I heard, welcome. No you did not understand. Yes, in my wallet, to my radio station, which is now up. Yes, I'm from my locality, where, how I drove. On a plate, welcome. Guest, I said yes. I can't. Russia, I'm Kazakhstan, over. Reception. The commander said, well, and the morning is there, the gangway is organized. You arrive carefully. Reception. Kazakhstan, get ready, solid, and took it. Yes, I understand, welcome. Understood, understood. How to reach you, how to reach you, by communication, by radio. Reception. I have a phone from the streets constantly on this connection. As I understand it, rise. Understood, understood, understood, reception, everything. Thank you. We are working."," В первый момент расстояние от Вашего места на кольцовке, но ряду-то сколько канал? В первый момент расстояние от Вашего места на кольцовке, но ряду-то сколько канал? В первый момент расстояние от Вашего места на кольцовке, но ряду-то сколько канал? В первый момент расстояние от Вашего места на кольцовке, но ряду-то сколько канал? В первый момент расстояние от Васшего места на кольцовке, но ряду-то сколько канал? Мы спасались от 1933 года, но fades soon Повторю. Я от этой задачи справлюсь. Как слышал, прием. Нет, ты не понял. Да, в кошельке, до радиостанции моей, которую сейчас встали. Да я от своего местности, куда, как заехал. На тарелочке, прием. Гость, я сказал, да. Я не могу. Россия, я Казахстан, прием. Прием. Командир сказал, хорошо, а утро там, трап организован. Приедешь аккуратненько. Прием. Казахстан, подготовься, тверденький, и взял. Да, понял, прием. Понял, понял. Как на тебя выйти, как на тебя выйти, по связи, по радио. Прием. У меня с улиц телефон постоянно на этой связи. Как понял, подъем. Понял, понял, понял, прием, все. Спасибо. Работаем."
0,websdr_recording_2022-02-28T18_59_44Z_3300.0kHz.wav,ru,en,"Who calls Uranus 30? Welcome! Hello Uran-03! I am Uranus-30! Welcome! Repeat, repeat! She goes, she goes! 32, masking off Emmersich Ç-20 Shoot, shoot, rain! Come on, come on, come on! Accept! Now, wait a minute! Birch, 0-3! We're filming! We're filming!"," Кто называет Урану 30? Приём! Привет, Уран-03! Я Уран-30! Приём! Повтори, повтори! Едет она, едет она! 32, masking off Emmersich Ç-20 Снимаем, снимаем, дождем! Давай, давай, давай! Примем! Сейчас, минуточку! Береза, 0-3! Снимаем! Снимаем!"
0,websdr_recording_2022-02-28T19_02_52Z_3300.0kHz.wav,en,en,,
0,websdr_recording_2022-02-28T19_05_18Z_3300.0kHz.wav,en,en,,
0,websdr_recording_2022-02-28T21_48_29Z_3300.0kHz.wav,en,en, you, you
0,2022-03-01T03_17_01Z_3305.0kHz.wav,ru,en,"Reception. Buran and Almaz, reception. Diamond, I'm Buran. R-ka is not ready yet. There is not enough tension. I'm Buran, over. Yes, well, fuck you, fucking sheep. You stand there, damn it, for three days, damn it. Reception. I am Buran, three cities. Amzeev's mother comes in when she's ready, damn it, damn it, fucking hands, damn it. I'm Buran, I'm taking action. Launch vehicle, launch vehicle, reception. I'm Buran, three sydas, I understand. To be continued."," Прием. Буран и Алмаз, прием. Алмаз, я Буран. Р-ка пока не готова. Напряжения не хватает. Я Буран, прием. Да, ну вас нахуй, баранов, ебаных. Вы там стоите, блядь, трое суток, блядь. Прием. Я Буран, три сыда. Входит Амзеевская мать, когда будет готова, блядь, пиздец, ебаных рук, блядь. Я Буран, принимаю меры. Стартовый аппарат, стартовый аппарат, прием. Я Буран, три сыда, понял. Продолжение следует."
0,2022-03-01T03_18_55Z_3305.0kHz.wav,en,en," Mirabajaubsia buran almansya buran ech due Ob Heck Pura De a Man Ecche values Amber, debut Almansya Buran Buran Almansya Buran Almansya Buran, reception Almansya Buran Almansya Buran Rejection I understand"," Mirabajaubsia buran almansya buran ech due Ob Heck Pura De a Man Ecche values Amber, debut Almansya Buran Buran Almansya Buran Almansya Buran, reception Almansya Buran Almansya Buran Rejection I understand"
0,2022-03-01T03_23_57Z_3305.0kHz.wav,ru,en,There are also no cars in MusavinakhAY Bogdan Review Musavinakh, На Мусавинах тоже машин нетAY Bogdan Review Мусавинах
0,buran12.wav,en,en," Go home, go home, can't eat wine. Blow it up, show what you've got. No, no, A Hayhacker has passed it. IN hormai is in the second last. Move asih from Sa spy oohyee, Sta spanis. Go home boys, go home. Don't be afraid, go home. Your commander will be with you."," Go home, go home, can't eat wine. Blow it up, show what you've got. No, no, A Hayhacker has passed it. IN hormai is in the second last. Move asih from Sa spy oohyee, Sta spanis. Go home boys, go home. Don't be afraid, go home. Your commander will be with you."
0,fsdr.duckdns.org_2022-03-01T03_16_40Z_3305.00_usb.wav,ru,en,"Diamond, Reapuran. Scarf is not ready yet. Training is not enough. Reapuran, welcome. Yes, well, fuck you, sheep, fucking. You are standing there, fools, good luck, damn it. Reception. Reapuran, come on, yes. Fuck, yes, to me, fuck your mother. When it's ready, you fucking motherfucker, you fucking fool, you fucking idiot. Reapuran, I'm taking action. Scarf bye, rams, scarf bye, rams, welcome. Reapuran, welcome, understood. Reapuran, welcome. Reapuran, welcome. Diamond, Reapuran, reception. Diamond, Diamond, Reapuran, reception. Diamond, Diamond, Reapuran. Super, Diamond, Reapuran. This is B mode, right? Reception. Buran, Buran, Almaz, reception. Diamond, Reapuran, reception. Now let's switch to mode B, reception. Got it? To be continued..."," Алмаз, реапуран. Шарфа пока не готова. Натренирования не хватает. Реапуран, прием. Да, ну вас нах, баранов, ебаных. Вы там стоите, дурачки, удач, блядь. Прием. Реапуран, прижли, да. Хули, да, мне, еб твою мать. Когда будет готово, блядь, пиздец, ебаный дурак, блядь. Реапуран, принимаю меры. Шарфа пока, бараны, шарф пока, бараны, прием. Реапуран, прием, понял. Реапуран, прием. Реапуран, прием. Алмаз, реапуран, прием. Алмаз, Алмаз, реапуран, прием. Алмаз, Алмаз, реапуран. Супер, Алмаз, реапуран. Это режим B, да? Прием. Буран, Буран, Алмаз, прием. Алмаз, Реапуран, прием. Сейчас на режим B перейдем, прием. Все понял? Продолжение следует..."
0,fsdr.duckdns.org_2022-03-01T03_19_48Z_3305.00_usb.wav,ru,en,... Diamond Turn Forward!......................,... Алмазный оборот вперёд!.....................
0,fsdr.duckdns.org_2022-03-01T03_23_43Z_3305.00_usb.wav,ru,en,POLICE SIREN RELATED SHOUTS, ПОЛИЦЕЙСКАЯ СИРЕНА ВОСТОРЖЕННЫЕ КРИКИ
0,fsdr.duckdns.org_2022-03-01T03_27_37Z_3305.00_usb.wav,ja,en,Thank you for your viewing,ご視聴ありがとうございました
0,fsdr.duckdns.org_2022-03-01T03_28_23Z_3305.00_usb.wav,ru,en,Subtitles made by DimaTorzok, Субтитры делал DimaTorzok
0,go_home.wav,pl,en,"No, there is no war. Let's start. I can repeat. Here we go. Come back home. There is no war. Come back home. Go home, guys. Stop the war and go home. Come back home. No no no. End of the war. War's over, kids. Come back home. Come back home. Mr Altek. End of the war."," Nie, tej wojny nie ma. Zacznijmy. Ja mogę powtórzyć. Zaczynamy. Wracajcie do domu. Nie ma wojny. Wracajcie do domu. Wracajcie do domu, chłopaki. Zatrzymajcie wojnę i wracajcie do domu. Wracajcie do domu. Nie, nie, nie. Koniec wojny. Koniec wojny, malciki. Wracajcie do domu. Wracajcie do domu. Panie Ałtku. Koniec wojny."
0,kiwisdr-dorohoi.ddns.net_2022-02-28T14_53_37Z_3305.00_usb.wav,ru,en,"Is, is cough hate, Q. What did you visit me, Q? Is, is cough hate, Q. Answer, answer, answer. Is, is cough hate, Q. Is, is cough hate, Q. I'm already taking you. Now let me do everything for now, now you come to me. Did you set up the light? Yes Yes Yes Yes. Is, is, is. Who's here, who's here? Again is. Diamond, I'm Buran, accepted. If you hear, answer. Until I hear, I'm Buran, accepted. Buran, then we will be pregnant, I accepted. Is, is. Buran, Buran, then we will be pregnant, I accepted. I already see, I see that ... I understand, I understand. I need to connect, I understand. I understand, I'll try to somehow endure it. 3-2, 3-2. I accepted the truth. Is, is. Here it is, the second mistress, this is my second mistress. Is, is. Is, is. This is my second mistress, this is my second mistress. 3-2, 3-2, I'm Buran, accepted. Irina, I'm Buran, I accepted. I realized that he is in motion, in motion for now. Irina, he is still on the move, while I can't. Is, is. Hand now, hand now, is, is. Don't bother Nick! Вcurrent supervisor Dshay T help"," Является, является cough hate, Q. Что ты мне навестил, Q? Является, является cough hate, Q. Отвечаю, отвечаю, отвечаю. Является, является cough hate, Q. Является, является cough hate, Q. Я тебе уже везу. Теперь давай пока мне все делать, теперь ты ко мне. Свет поставил? Да, да, да, да. Является, является, является. Кто здесь, кто здесь? Опять является. Алмаз, я Буран, принял. Если вы слышите, отвечайте. Пока я не слышу, я Буран, принял. Буран, тогда мы будем беременны, я принял. Является, является. Буран, Буран, тогда мы будем беременны, я принял. Я уже вижу, вижу, что... Я понял, я понял. Мне надо подключить, я понял. Я понял, попытаюсь как-то его вынести. 3-2, 3-2. Я правду принял. Является, является. Вот он, вторая хозяйка, это моя вторая хозяйка. Является, является. Является, является. Это моя вторая хозяйка, это моя вторая хозяйка. 3-2, 3-2, я Буран, принял. Ирина, я Буран, принял. Я понял, он в движении, в движении пока. Ирина, он пока в движении, пока я не могу. Является, является. Рука сейчас, рука сейчас, является, является. Ник не мешайте! Вcurrent supervisor Дшей Т help"
0,websdr_recording_2022-02-28T15_40_36Z_3305.0kHz.wav,ru,en,"Buran, Buran, Yalmaz reception. Yalmaz, Buran, at the receiver. Buran, Yalmaz, the elder is far away, reception. I don't understand, repeat, I don't understand. Senior, senior far away, welcome. I'm lying next to you. call? Yes Yes. Got it, I'll call you now."," Буран, Буран, Ялмаз прием. Ялмаз, Буран, на приемнике. Буран, Ялмаз, старший далеко, прием. Не понял, повтори, не понял. Старший, старший далеко, прием. Я рядом с тобой лежу. Позвать? Да, да. Принял, сейчас позову."
0,websdr_recording_2022-02-28T15_44_45Z_3305.0kHz.wav,ru,en,"Reception. ALMATY, ALL DEATH-2, reception. DEATH-2, DEATH-2, I'm with you. You are at the first point. Closed. Reception. ALMATY, ALL DEATH-2, repeat, repeat, I just hear. Closed everything. EVERYTHING, everyone is. Reception. EVERYTHING, EVERYTHING, EVERYTHING, not neat. Reception. DEATH-2, I'm with you. ALMATY, ALL DEATH-2, reception. I say I am among you. Are you second? Where are you? But where where is DEATH-2? ALMAT, IN DEATH-2, approached the crossroads of the Federation. There is a fight going on. INSTALLED DEATHLY-2, over. What's in the south? Reception. ALMATY, ALL DEATH-2, I'm sorting it out, while the Federation has taken an active position. Federation will report. INSTALLED DEATHLY-2, over. Everyone, let's retreat. Let's retreat. Salary, reception. DEATH-2. Room, let's go. I don't have to wait, I'm on your line. I won't give you a string. You have it on the line. runway to the left. Hello. Must. Tambov. Tambov. Hire. Yuhu. Slide. Blizzard. Blizzard. Kill it, kill it Tambov. Tambov. Yuhu. Ah, kill. Hire. Yuhu. Slide. Blizzard. Blizzard. Tambov. Tambov. Hire. Yuhu. Slide. Blizzard. Blizzard. Kill."," Прием. АЛМАТ, ВСЕЛ СМЕРТНО-2, прием. СМЕРТНО-2, СМЕРТНО-2, я у вас. Вы на первой точке. Закрыл. Прием. АЛМАТ, ВСЕЛ СМЕРТНО-2, повторите, повторите, просто слышу. Закрыл все. ВСЕ, все находятся. Прием. ВСЕ, ВСЕ, ВСЕ, не аккуратненько. Прием. СМЕРТНО-2, я у вас. АЛМАТ, ВСЕЛ СМЕРТНО-2, прием. Я говорю, я среди вас. Вы второй? Вы где находитесь? Да где куда СМЕРТНО-2? АЛМАТ, ВСЕЛ СМЕРТНО-2, подошел к перекресткам Федерации. Там идет бой. ВСЕЛ СМЕРТНО-2, прием. А что там на юге? Прием. АЛМАТ, ВСЕЛ СМЕРТНО-2, разбираюсь, пока Федерация заняла активные позиции. Федерация доложит. ВСЕЛ СМЕРТНО-2, прием. Все, отступим. Отступим. Оклада, прием. СМЕРТНО-2. Комната, отступим. Мне не надо ждать, я у тебя на строподельке. Я строподельку дать не буду. У тебя на строподельке. ВПП влево. Алло. Должна. Тамбов. Тамбов. Наймать. Юху. Горка. Метель. Метель. Убей, убей. Тамбов. Тамбов. Юху. А, убей. Наймать. Юху. Горка. Метель. Метель. Тамбов. Тамбов. Наймать. Юху. Горка. Метель. Метель. Убей."
0,websdr_recording_2022-02-28T16_31_09Z_3305.0kHz.wav,ru,en,Subtitles made by DimaTorzok, Субтитры делал DimaTorzok
0,websdr_recording_2022-02-28T16_41_24Z_3305.0kHz.wav,ru,en,"4 short more burned out, more! The 5th burnt out, here, where they crunched, they shave! It was belly, belly! 5th, here, where it was crystal, they shave! 5th, here, where it was crystal, they shave! See 2, easy. We take out 3, see 2, we take. 4th, 4th, 4th, 4th, 4th, 4th. Roman Darsin, I took you in, see 2."," 4 коротких больше отгорели, больше! Отгорел 5-й, вот здесь, где хрустали, бреют! Брюхо было, брюхо! 5-й, вот здесь, где хрустал, бреют! 5-й, вот здесь, где хрустал, бреют! См. 2, лёгкий. Берём вон 3, см. 2, берём. 4-й, 4-й, 4-й, 4-й, 4-й, 4-й. Роман Дарсин, я вас спринял, см. 2."
0,websdr_recording_2022-02-28T16_46_26Z_3305.0kHz.wav,ru,en,"And here, behind them, there is a powerful alternative shelling on all roads. 4 or 5 crowns for land. We will roll them back, we will roll everyone back, and we will go with you. I got it, I got it, I got it. Allow me to go with you. I'm here for two, yeah Hooray! I am with us! Hooray! I'm here on two, I'm here on three. Set the reverse, we will pass it on. Almaz, I'm Burat, over. Reverse, I'm Burat, over. Almaz, I have a machine gun, now, while I'm calm. With an airplane and a helicopter, running in the west, in the western sections of the region, artillery is constantly working. Artillery works on Wednesday. Artillery, local view, shelling volume. Battery, 3 boxes. Took, 5 boxes, 5 boxes. Garyut. On the batteries, without looking, without prompting, I'm Burat, over. Thanks, I'm up. I call, I call, I'm Burat, over. I understand, you reread, reread, I'm on the road, reverse reception. I turn with a boost, here it is, you see, I turn with a boost, I'm on the rise, I'm Burat, welcome. I'm talking about you, I'll crawl through to you, you will cross, I'm on the road, reverse reception. I didn’t come here on the road, I’m standing still, I’m Burat, welcome. And you say, for prolesy reception. Federal passport, no, no, ready to go, I'm Burat, over. A safe landing, his reception. The first mistress, his household, don’t shove it, don’t shove it, we take it, we take it. And you, here, wept, sarkinat, they will give him, they will give him. She grew up, sarkinat, with her head on the stop. Good reverse increased, xuete! Diamond, I'm Duran, Fire Commander. Greetings, give me the coordinates of your site, I'm Duran, hello. Glad you have more roads, Commander. Happy, hello. Yes, the road, and there is no next to it, we are drunk, I'm Duran, hello. I'm Duran, I'm Duran, hello. Brisna, Brisna, I'm Diamond, hello. Where are you, hello. Brisna, I'm Almaz, where are you, hello. Brisna, I'm Almaz, where are you, hello."," А у нас, за ними идёт мощный альтернативный обстрел по всех дорогах. 4 или 5 коронов за землю. Откатим их, откатим всех, и мы с вами идём. Я понял, я понял, понял. Разрешите, я с вами иду. Я здесь на два, да. Ура! Я у нас! Ура! Я здесь на двух, я здесь на трёх. Реверс поставьте, мы передам. Алмаз, я бурат, приём. Реверс, я бурат, приём. Алмаз, у меня автомат, сейчас, пока спокоен. С самолётом и вертолётом, бегая на западе, на западных участках района, постоянно работает артиллерия. Артиллерия работает в среду. Артиллерия, местный взгляд, объёмчик обстрела. Батарея, 3 коробочки. Взяли, 5 коробочек, 5 коробочек. Гареют. По батареям, не взглядывая, не подсказывая, я бурат, приём. Спасибо, я в подъёме. Вызываю, вызываю, я бурат, приём. Я понял, ты перечёшь, перечёшь, я в дорогу, реверс приём. Я поворот с подзаром, вот он, видишь, я поворот с подзаром, я в подъёме, я бурат, приём. Я про тебя говорю, пролезу к вам, ты перечёшь, я в дорогу, реверс приём. Я дорогу здесь не приезжал, стою на месте, я бурат, приём. А ты говоришь, за пролезием приём. Федеральный паспорт, нет, нет, в подъёме готов, я бурат, приём. А безопасный посадочник, его приём. Первая хозяйка, хозяйство его, не сунь, не сунь, забираем, забираем. А ты, вот, заплакал, саркинат, его дадут, его дадут. Она подросла, саркинат, головой на упор. Хорошо реверс увеличился, xuete! Алмаз, я Дуран, командир пожарного. Приветствую, давай координаты своего участка, я Дуран, привет. Рады, что у тебя дороги больше, командир. Рады, привет. Да, дороги, и рядом с ней нет, мы бухим, я Дуран, привет. Я Дуран, я Дуран, привет. Брисна, Брисна, я Алмаз, привет. Где находишься, привет. Брисна, я Алмаз, где находишься, привет. Брисна, я Алмаз, где находишься, привет."
0,websdr_recording_2022-02-28T16_49_54Z_3305.0kHz.wav,ru,en,Einsatz off.., Einsatz выключат..
0,websdr_recording_2022-02-28T17_38_22Z_3305.0kHz.wav,ru,en,Note. I explain that I have already received. Note. You don't think of going anywhere else. Continue for 3 km. 3 km or more. Make yourself comfortable. Walk 2 km. Spread. Once. Two. Three. Go. Distribute. Reception. Don't go anywhere at night. Reception. Distribute. Height 200m. Go. To be continued.," Прим. Объясняю, что я уже прием. Прим. Вы не думаете никуда больше ехать. Продолжайте на 3 км. 3 км или больше. Располагайтесь. Проходите на 2 км. Распространяйтесь. Раз. Два. Три. Поехали. Распределитесь. Прием. Ночью никуда не ехать. Прием. Распределитесь. Высота 200м. Поехали. Продолжение следует."
0,websdr_recording_2022-02-28T18_54_40Z_3305.0kHz.wav,ru,en,"Diamond, Diamond, I'm Ferran, over. Diamond, went to report to the elder. Reception."," Алмаз, Алмаз, я Ферран, прием. Алмаз, ушли докладывать старшему. Прием."
0,websdr_recording_2022-02-28T18_55_03Z_3305.0kHz.wav,ru,en,"the man of the blown one is simply waking up, I’m an apteran receiver, aba, they left to put the old man’s receiver, she", проста вивает человек обмахного я аптеран приёмник аба ушли покладывать старскому приёмник она зало а
0,websdr_recording_2022-02-28T18_59_10Z_3305.0kHz.wav,ru,en,"Cheese around. Distance 16. Distance 18. Stop! Accepted. 5 minutes. Siren, come in. Siren, come in. I'm Buran-30, over. Siren, come in. I am Buran-30. If you have a connection with a neighbor, logged in. I'm Buran-30, over. To be continued."," Вокруг сыры. Расстояние 16. Расстояние 18. Стоять! Принял. 5 минут. Сирена, вошли. Сирена, вошли. Я буран-30, прием. Сирена, вошли. Я буран-30. Если у вас связь с соседем, вошла. Я буран-30, прием. Продолжение следует."
0,websdr_recording_2022-02-28T19_38_33Z_3305.0kHz.wav,ru,en,We continue the takeoff. We continue the takeoff., Взлет продолжаем. Взлет продолжаем.
0,websdr_recording_2022-02-28T19_39_23Z_3305.0kHz.wav,ru,en,"0.2. No, 0.2. I, Buran-30, over. Almaz-2, here is Dekut-2, over. Almaz-2, here is Dekut-2, over. Almaz-2, Dekut-2, reception. Almaz-2, Almaz, here is Dekut-2, over. Almaz-2, here is Dekut-2, like Olmazov, join ...... and bend the repaint .... stand on ...... stand on ...... on the jamb .... stand on the jamb .... stand on the jamb .... with three criminal doses .... two-star wound .... in a wound without the order of the lochki .... in a two-star wound .... set aside ...... old early....nine, nine, two, three, early."," 0,2. Нет, 0,2. Я, Буран-30, прием. Алмаз-2, здесь Декут-2, прием. Алмаз-2, здесь Декут-2, прием. Алмаз-2, Декут-2, прием. Алмаз-2, Алмаз, здесь Декут-2, прием. Алмаз-2, здесь Декут-2, как Олмазов, присоединяйтесь к......а перекраску сгибать....стоять на......стоять на......на косяк....стоять на косяк....стоять на косяк....с три уголовных доз....двухзвездый рань....в ране без порядка лочки....в двухзвездный рань....отместил......старый рань....девять, девять, два, три, рань."
0,websdr_recording_2022-02-28T19_39_37Z_3305.0kHz.wav,ru,en,"76.2 Tilt Grenade turn on 6.5 Fly away 3.5 200 times Racket about 8 200, 15 Answered, all 2 Turned off Turned off Turned off"," 76,2 Наклоняем Гранатой включим 6,5 Улетаем 3,5 200, раз Ракетка порядка 8 200, 15 Ответил, все 2, разъем Часчик запас еще Часчик запрыгнул Можно взлет выключить Выключить Расправа Расправа 6,5, 6,5, 6,5 Выключил Выключил Выключил"
0,websdr_recording_2022-02-28T19_39_45Z_3305.0kHz.wav,ru,en,"Lampas, DNA is here, how is it from you? There's DNA, over. On repaints on hydraulics. Lampas, here is DNA, on repaints. Fire, fire, fire, fire, fire. Lampas, DNA here, over. With triumph 200. 200 times. Bulletproof vest about eight. 200 times. Chopper. Old area. Rope 120 jur. Lampas, DNA here, over. Fire, fire, fire, fire, fire. Lampas, here is DNA, on repaints. Reception."," Лампас, здесь ДНК, как от вас? Здесь ДНК, прием. На перекрасках на гидравлике. Лампас, здесь ДНК, на перекрасках. Огонь, огонь, огонь, огонь, огонь. Лампас, здесь ДНК, прием. С триумфалом 200. 200, раз. Бронежилет порядка восемь. 200, раз. Отмельчилка. Старый район. Веревка 120 юр. Лампас, здесь ДНК, прием. Огонь, огонь, огонь, огонь, огонь. Лампас, здесь ДНК, на перекрасках. Прием."
0,websdr_recording_2022-02-28T19_46_51Z_3305.0kHz.wav,en,en,.............................................................................................................................................,.............................................................................................................................................
0,websdr_recording_2022-02-28T20_08_23Z_3305.0kHz.wav,en,en, I don't want to come back here and get rid of the deal. I don't want to come back here and get rid of the deal. I don't want to come back here and get rid of the deal. I don't want to come back here and get rid of the deal. I don't want to come back here and get rid of the deal. I don't want to come back here and get rid of the deal. I don't want to come back here and get rid of the deal., I don't want to come back here and get rid of the deal. I don't want to come back here and get rid of the deal. I don't want to come back here and get rid of the deal. I don't want to come back here and get rid of the deal. I don't want to come back here and get rid of the deal. I don't want to come back here and get rid of the deal. I don't want to come back here and get rid of the deal.
0,websdr_recording_2022-02-28T20_08_45Z_3305.0kHz.wav,ru,en,"significantly unaffected Diamond, Diamond, E722, we hand over Diamond did not fit, E722 E722, we hand over Diamond did not fit, E722, we hand over"," significantly unaffected Алмаз, Алмаз, Е722, сдаем Алмаз не подошел, Е722 Е722, сдаем Алмаз не подошел, Е722, сдаем"
0,websdr_recording_2022-02-28T20_23_17Z_3305.0kHzMORSE.wav,en,en, lime., lime.
0,websdr_recording_2022-02-28T20_34_34Z_3305.0kHz-AudioTrimmer.com.wav,pl,en,"There is no war in the morning. There is no war in the morning. We're going in. There is no war in the morning. I can repeat. We're going in. Come home. I will hire. There is no war. Come home. Come home. Stop fighting. Enter the house....we are coming downtown. No no no. There is no war. Come home. Mr Audi. There is no war. Oh thank you...he heard. There is no war....two little ones. No no no. No, babies. I sentenced you. The end of the conversation. End of the war. they went."," Po rana nie ma i wojny nie ma. Po rana nie ma i wojny nie ma. Wchodzimy. Po rana nie ma i wojny nie ma. Ja mogę powtórzyć. Wchodzimy. Wejdźcie do domu. Ja zatrudnię. Nie ma wojny. Wejdźcie do domu. Wejdźcie do domu. Przestańcie walczyć. Wejdźcie do domu....nachodzimy w centrum. Nie, nie, nie. Nie ma wojny. Wejdźcie do domu. Panie audku. Nie ma wojny. O, dziękuję....słyszał. Nie ma wojny....dwa małe. Nie, nie, nie. Nie, malciki. Ja wam skazał. Koniec rozmowy. Koniec wojny. Poszli."
