Column1,folder,File Name,Original Language,Translated Language,Translated Transcription,Original Transcription,_1,_2,_3,_4,_5,_6,_7,_8,_9,_10,_11,_12,_13,_14,_15,_16,_17,_18,_19,_20,_21,_22,_23,_24,_25,_26,_27,_28,_29,_30,_31,_32,_33,_34,_35,_36,_37,_38,_39,_40,_41,_42
10,11318,websdr_recording_start_2022-03-02T14_03_20Z_11318.0kHz.wav,RU,EN-US,"0:00:00 Again for 1300, 230 degrees, 4, apparently 7000, weak, overcooled frost.
0:00:08 Flat, 350, minus 2.
0:00:11 11000, 210, 02.
0:00:15 Clutch 038, no change.
0:00:19 Cincicle has a 1400, 240 degree, 6, apparently 10, weak ice snow.
0:00:27 Flat, 170, puschego-grozny, minus 2.
0:00:32 999.
0:00:35 Altering the rain that has changed.
0:00:38 Clutch 045.
0:00:40 At times 11,000, icy snow.
0:00:49 Arkhangelsk in 1400, 260 degrees, 5, apparently 7, good, plus 3.
0:00:55 Clutch 050.
","0:00:00:  ??? ??? ?? 1300, 230 ????????, 4, ?????? 7000, ??????, ?????????????? ??????.
 0:00:08:  ???????, 350, ????? 2.
 0:00:11:  11000, 210, 02.
 0:00:15:  ????????? 038, ??? ?????????.
 0:00:19:  ? ??????? ?? 1400, 240 ????????, 6, ?????? 10, ?????? ??????? ????.
 0:00:27:  ???????, 170, ??????-?????????, ????? 2.
 0:00:32:  999.
 0:00:35:  ???????? ?????????????? ?????.
 0:00:38:  ????????? 045.
 0:00:40:  ????????? 11000, ???????? ????.
 0:00:49:  ??????????? ?? 1400, 260 ????????, 5, ?????? 7, ???????, ???? 3.
 0:00:55:  ????????? 050.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11660,websdr_recording_start_2022-03-02T13_18_17Z_11660.0kHz.wav,RU,EN-US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,14159,websdr_recording_start_2022-02-28T11_25_45Z_14159.8kHz (1).wav,RU,EN-US,"0:00:00 Painted, oops, all white, arms, those legs in general are healthy,
0:00:08 so powerful from this from the past.
0:00:12 Well, I don't remember what company I have on my computer.
0:00:17 Ordered a departmental, lord, any whim for your money,
0:00:21 And so I drew a drawing and dimensions.
0:00:25 Oh, what a table, man, it's amazing.
0:00:29 Well, you've certainly never seen one.
0:00:31 Oh, it's beautiful.
0:00:34 And ironed as it is on top.
0:00:38 The scary business is beautiful.
0:00:43 Oh, my God.
0:00:45 That's the way it is.
0:00:47 Okay, Sanya, or I'm the one who's about to buy our emergency bed.
0:00:52...
0:01:01...
0:01:09 Oh, you're a... See, all I have to do is snag something.
0:01:13 I have some allology for every word.
0:01:19...
0:01:28...
","0:00:00:  ?????????????, ??, ???? ?????, ?????, ??? ????? ?????? ????????,
 0:00:08:  ????? ?????? ?? ????? ?? ????????.
 0:00:12:  ??, ? ?? ????? ????? ????? ? ???? ? ?????????? ???-??.
 0:00:17:  ??????? ?????????, ???????, ????? ?????? ?? ???? ??????,
 0:00:21:  ? ??? ? ????????? ??????? ? ???????.
 0:00:25:  ??, ????? ????, ????, ?? ?????? ????????.
 0:00:29:  ??, ?? ????? ????? ??????? ?? ??????.
 0:00:31:  ??, ???????.
 0:00:34:  ? ???????? ??? ??? ?????????.
 0:00:38:  ???????? ???? ????????.
 0:00:43:  ??, ???????.
 0:00:45:  ????? ????.
 0:00:47:  ?????, ????, ? ?? ??? ? ?????? ???? ??????? ??????? ????????.
 0:00:52: ...
 0:01:01: ...
 0:01:09:  ?, ?? ??... ??? ??????, ??? ?????? ???????? ???-??????.
 0:01:13:  ? ???? ?? ?????? ????? ???? ?????-?????? ???????.
 0:01:19: ...
 0:01:28: ...
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,14159,websdr_recording_start_2022-02-28T11_25_45Z_14159.8kHz.wav,RU,EN-US,"0:00:00 Painted, oops, all white, arms, those legs in general are healthy,
0:00:08 so powerful from this from the past.
0:00:12 Well, I don't remember what company I have on my computer.
0:00:17 Ordered a departmental, lord, any whim for your money,
0:00:21 And so I drew a drawing and dimensions.
0:00:25 Oh, what a table, man, it's amazing.
0:00:29 Well, you've certainly never seen one.
0:00:31 Oh, it's beautiful.
0:00:34 And ironed as it is on top.
0:00:38 The scary business is beautiful.
0:00:43 Oh, my God.
0:00:45 That's the way it is.
0:00:47 Okay, Sanya, or I'm the one who's about to buy our emergency bed.
0:00:52...
0:01:01...
0:01:09 Oh, you're a... See, all I have to do is snag something.
0:01:13 I have some allology for every word.
0:01:19 Uh, about Ara... Arabstan is only a day away.
0:01:24 Ready. Ready.
0:01:26 Vag... Vag... let's give it, that's it, easy.
0:01:29 
0:01:31 Hui zen sady hui si sady hizen.
0:01:35 Arabs.
0:01:37 Uzadam-ta-ny-kam.
","0:00:00:  ?????????????, ??, ???? ?????, ?????, ??? ????? ?????? ????????,
 0:00:08:  ????? ?????? ?? ????? ?? ????????.
 0:00:12:  ??, ? ?? ????? ????? ????? ? ???? ? ?????????? ???-??.
 0:00:17:  ??????? ?????????, ???????, ????? ?????? ?? ???? ??????,
 0:00:21:  ? ??? ? ????????? ??????? ? ???????.
 0:00:25:  ??, ????? ????, ????, ?? ?????? ????????.
 0:00:29:  ??, ?? ????? ????? ??????? ?? ??????.
 0:00:31:  ??, ???????.
 0:00:34:  ? ???????? ??? ??? ?????????.
 0:00:38:  ???????? ???? ????????.
 0:00:43:  ??, ???????.
 0:00:45:  ????? ????.
 0:00:47:  ?????, ????, ? ?? ??? ? ?????? ???? ??????? ??????? ????????.
 0:00:52: ...
 0:01:01: ...
 0:01:09:  ?, ?? ??... ??? ??????, ??? ?????? ???????? ???-??????.
 0:01:13:  ? ???? ?? ?????? ????? ???? ?????-?????? ???????.
 0:01:19:  ??, ??? ???... ???????? ?????? ?? ???? ? ???? ???.
 0:01:24:  ?????. ?????.
 0:01:26:  ???... ???... ?????, ???, ????????.
 0:01:29:  ?????-??-???-??-???-????-??-????-????.
 0:01:31:  ???-???-????-???-??-????-????.
 0:01:35:  ?????.
 0:01:37:  ??????-??-??-???.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,14588,14588.75.47.mp3,RU,EN-US,"0:00:00 Geyser, I am Mode. Write it down, write it down!
0:00:07 The model is prescribed on Geyser. It is prescribed.
0:00:14 Doc Model, he's seen on the Geyser.
0:00:19 On the side of Hurricane, Hurricane.
0:00:24 You need to prescribe your own kit on the Geyser.
0:00:31 I Mode, over.
0:00:36 Baghdad, Baghdad, I Mode, over.
0:00:40 Who's with Baghdad? Mode, over.
0:00:44 Working, working with Baghdad.
0:00:48 I Mode.
0:00:50 Me at all, over.
","0:00:00:  ??????, ? ?????. ??????, ??????!
 0:00:07:  ?????? ???????? ?? ???????. ?? ????????.
 0:00:14:  ??? ??????, ??? ????? ?? ???????.
 0:00:19:  ?? ??????? ???????, ???????.
 0:00:24:  ????? ????????? ???? ???????? ?? ??????.
 0:00:31:  ? ?????, ?????.
 0:00:36:  ??????, ??????, ? ?????, ?????.
 0:00:40:  ??? ? ????????? ?????, ?????.
 0:00:44:  ???????, ??????? ? ????????.
 0:00:48:  ? ?????.
 0:00:50:  ? ??????, ?????.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,14854,websdr_recording_start_2022-03-03T14_32_03Z_14854.0kHz.wav,RU,EN-US,"0:00:00 2
0:00:01 8
0:00:03 1
0:00:10 6
0:00:11 5
0:00:12 8
0:00:14 9
0:00:14 3
0:00:16 6
0:00:17 5
0:00:18 8
0:00:19 9
0:00:20 3
0:00:26 5
0:00:26 1
0:00:28 8
0:00:28 6
0:00:29 6
0:00:30 1
0:00:31 0
0:00:32 1
0:00:33 7
0:00:34 9
0:00:35 4
0:00:36 9
0:00:37 8
0:00:38 2
0:00:39 1
0:00:40 3
0:00:41 6
0:00:42 1
0:00:43 0
0:00:44 4
0:00:45 7
0:00:46 7
0:00:47 5
0:00:48 5
0:00:49 3
0:00:50 0
0:00:51 9
0:00:52 4
0:00:53 5
0:00:54 9
0:00:55 0
0:00:56 6
0:00:57 7
0:00:58 7
0:00:59 9
0:01:00 9
0:01:01 1
0:01:02 7
0:01:03 7
0:01:04 5
0:01:05 2
0:01:06 4
0:01:07 0
0:01:08 7
0:01:09 4
0:01:10 2
0:01:11 7
0:01:12 0
0:01:13 9
0:01:14 9
0:01:15 1
0:01:16 2
0:01:17 8
0:01:18 6
0:01:19 7
0:01:20 2
0:01:21 2
0:01:22 9
0:01:23 6
0:01:24 4
0:01:25 0
0:01:26 4
0:01:27 8
0:02:58 8
0:02:59 2
0:03:00 4
0:03:01 4
0:03:02 9
0:03:03 9
0:03:04 0
0:03:05 5
0:03:06 3
0:03:07 4
0:03:08 5
0:03:09 2
0:03:10 3
0:03:11 4
0:03:12 6
0:03:13 0
0:03:14 4
0:03:15 6
0:03:16 3
0:03:17 0
0:03:18 8
0:03:19 9
0:03:20 4
0:03:21 2
0:03:22 4
0:03:23 7
0:03:24 5
0:03:25 5
0:03:26 4
0:07:57 3
0:07:58 2
0:07:59 1
0:08:00 0
0:08:01 7
0:08:02 1
0:08:03 2
0:08:04 7
0:08:05 6
","0:00:00:  2
 0:00:01:  8
 0:00:03:  1
 0:00:10:  6
 0:00:11:  5
 0:00:12:  8
 0:00:14:  9
 0:00:14:  3
 0:00:16:  6
 0:00:17:  5
 0:00:18:  8
 0:00:19:  9
 0:00:20:  3
 0:00:26:  5
 0:00:26:  1
 0:00:28:  8
 0:00:28:  6
 0:00:29:  6
 0:00:30:  1
 0:00:31:  0
 0:00:32:  1
 0:00:33:  7
 0:00:34:  9
 0:00:35:  4
 0:00:36:  9
 0:00:37:  8
 0:00:38:  2
 0:00:39:  1
 0:00:40:  3
 0:00:41:  6
 0:00:42:  1
 0:00:43:  0
 0:00:44:  4
 0:00:45:  7
 0:00:46:  7
 0:00:47:  5
 0:00:48:  5
 0:00:49:  3
 0:00:50:  0
 0:00:51:  9
 0:00:52:  4
 0:00:53:  5
 0:00:54:  9
 0:00:55:  0
 0:00:56:  6
 0:00:57:  7
 0:00:58:  7
 0:00:59:  9
 0:01:00:  9
 0:01:01:  1
 0:01:02:  7
 0:01:03:  7
 0:01:04:  5
 0:01:05:  2
 0:01:06:  4
 0:01:07:  0
 0:01:08:  7
 0:01:09:  4
 0:01:10:  2
 0:01:11:  7
 0:01:12:  0
 0:01:13:  9
 0:01:14:  9
 0:01:15:  1
 0:01:16:  2
 0:01:17:  8
 0:01:18:  6
 0:01:19:  7
 0:01:20:  2
 0:01:21:  2
 0:01:22:  9
 0:01:23:  6
 0:01:24:  4
 0:01:25:  0
 0:01:26:  4
 0:01:27:  8
 0:02:58:  8
 0:02:59:  2
 0:03:00:  4
 0:03:01:  4
 0:03:02:  9
 0:03:03:  9
 0:03:04:  0
 0:03:05:  5
 0:03:06:  3
 0:03:07:  4
 0:03:08:  5
 0:03:09:  2
 0:03:10:  3
 0:03:11:  4
 0:03:12:  6
 0:03:13:  0
 0:03:14:  4
 0:03:15:  6
 0:03:16:  3
 0:03:17:  0
 0:03:18:  8
 0:03:19:  9
 0:03:20:  4
 0:03:21:  2
 0:03:22:  4
 0:03:23:  7
 0:03:24:  5
 0:03:25:  5
 0:03:26:  4
 0:07:57:  3
 0:07:58:  2
 0:07:59:  1
 0:08:00:  0
 0:08:01:  7
 0:08:02:  1
 0:08:03:  2
 0:08:04:  7
 0:08:05:  6
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,15770,websdr_recording_start_2022-03-01T20_06_32Z_15770.0kHz.wav,RU,EN-US,"0:00:00 Belarus war and entered Ukraine.
0:00:04 They stated that 33 military vehicles entered the region.
0:00:09 The watch before President of Belarus Alexander Lukashenko
0:00:14 said that Belarus would not enter the war
0:00:17 and stated that Russian corpses are not attacking Ukraine
0:00:21 from the territory of Belarus.
0:00:24 So that's interesting to see,
0:00:28 But if the U.S. and the communists
0:00:32 said that...
","0:00:00:  ????? ???????? ? ???????? ? ???????.
 0:00:04:  ??? ???????, ??? 33 ??????? ?????? ????? ? ??????.
 0:00:09:  ???? ?????? ????????? ???????? ????????? ?????????
 0:00:14:  ??????, ??? ???????? ?? ????? ???????? ? ?????
 0:00:17:  ? ??????, ??? ??????? ????? ?? ??????? ???????
 0:00:21:  ?? ?????????? ????????.
 0:00:24:  ??? ??? ??? ????????? ???????,
 0:00:28:  ?? ???? ??? ? ??????????
 0:00:32:  ???????, ???...
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,18084,websdr_recording_start_2022-02-28T11_25_28Z_18084.4kHz.wav,RU,EN-US,"0:00:00 Subtitles by DimaTorzok
","0:00:00:  ???????? ????? DimaTorzok
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,19373,websdr_recording_start_2022-02-28T14_01_04Z_19373.0kHz.wav,RU,EN-US,"0:00:30 Subtitles by DimaTorzok
","0:00:30:  ???????? ????? DimaTorzok
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2000-2999 range (unsure of the accuracy of this labeling),25-Feb-2022_13h31m11s_265.26_MHz_N-FM.mp3,RU,EN-US,"0:00:00 at home. Everything is fine at home somehow.
0:00:06 In fact, let me come out later, because right now everything is hissing, nothing is hissing.
0:00:12 I said, can you work until the first hour?
0:00:15 I say Samarkin will be the first to arrive.
0:00:18 I'll provide the weed for you there.
0:00:26 Three days to wait.
0:00:31 Garage Listening.
0:00:33 Garage Listening.
0:00:43 Go to the garage.
0:00:48 Go to the garage.
0:00:53 Go to the garage.
0:01:00 Garage Listening.
","0:00:00:  ????. ??? ????????? ???-?? ????.
 0:00:06:  ?????? ????? ??????? ?????, ?????? ??? ?????? ??? ????? ???, ?? ????? ??????.
 0:00:12:  ??????, ?? ??????? ???? ????? ????????????
 0:00:15:  ? ??????, ???????? ??????? ????? ????????.
 0:00:18:  ? ??? ????? ??? ???? ????????.
 0:00:26:  ??? ??? ????????? ??????????.
 0:00:31:  ????? ???????.
 0:00:33:  ????? ???????.
 0:00:43:  ???? ? ??????.
 0:00:48:  ???? ? ??????.
 0:00:53:  ???? ? ??????.
 0:01:00:  ????? ???????.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,2000-2999 range (unsure of the accuracy of this labeling),25-Feb-2022_13h39m07s_266.740.1_MHz_N-FM.mp3,RU,EN-US,"0:00:00 Well, ta-da! I'll dial it, bass-bass, I'll see, yeah, it's there.
0:00:05 Then the whip is not there, but a new one.
0:00:08 That's good, that's good, too.
0:00:11 You know, it's better to check seven times, then cut off one piece crookedly.
0:00:15 That's about how it works for me.
0:00:18 Here. I think it says in the book how he, Kenwah, has a shorter one,
0:00:24 The channels are divided, 30 channels on the double and 40 on the seventy.
0:00:31 I wanted to do the opposite.
0:00:34 The book says how.
0:00:36 Well, it doesn't work.
0:00:38 What do they write, how is it there?
0:00:42 You should have pressed the F, M, R and Power On buttons.
0:00:49 And which Power On, it does Power Off.
0:00:53 I press here, it just shuts off and that's it.
0:00:56 Or maybe you should press two buttons when it's off and turn it on?
","0:00:00:  ?? ??-???! ??????, ???-???, ????????, ???, ?????? ????.
 0:00:05:  ????? ?????? ?? ????, ? ?????.
 0:00:08:  ???? ??????, ???? ??????.
 0:00:11:  ??????, ????? ???? ??? ?????????, ????? ???? ???????? ????? ????????.
 0:00:15:  ??? ???-?? ??? ???????? ? ???? ? ??????????.
 0:00:18:  ???. ????? ? ?????? ????????, ??? ? ????, ? ?????, ??????,
 0:00:24:  ?????? ?????????, 30 ??????? ?? ?????? ? 40 ?? ???????????.
 0:00:31:  ? ????? ??????? ????????.
 0:00:34:  ? ?????? ????????, ???.
 0:00:36:  ??, ????? ?? ??????????.
 0:00:38:  ?? ?????, ????? ??? ??????? ????
 0:00:42:  ???? ?? ?????? ?? ?????? F, M, R ? Power On.
 0:00:49:  ? ??????? Power On, ?? ?? ?????? Power Off.
 0:00:53:  ? ??? ???????, ?? ?????? ??????????? ? ???.
 0:00:56:  ? ????? ???? ?? ??????????? ???? ??? ????????-?? ?????? ? ?????????
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,2000-2999 range (unsure of the accuracy of this labeling),25-Feb-2022_15h39m23s_248.75_MHz_N-FM.mp3,RU,EN-US,"0:00:00 I don't know why you didn't take it apart they say for 100 plus a brick, well that's not
0:00:14 Shout, so 4 4 22 millimeters in diameter I say then would be for 100 plus plus
0:00:28 Why do I have a contrabass still to the top of the quarters knees of the arches is what I'm talking about
0:00:52 for car reception is especially critical moment heard but I really worked 12 watts
0:01:02 out of the garage without leaving the last time well knees arch to a quarter volume plus knees arch
0:01:10 54 centimeters work it and by reception both transmissions from an extremely tell me came
0:01:18 I really liked the reception and the most interesting how much for a month I was there yes in the
0:01:25 garage with this one you looked at us at all parameters have not gone anywhere and why would he go
0:01:32 You're doing fine now, you're going through periodically with your mind starting to take it all in
0:01:47 Taki catches interference, of course, because it does not filter the reception of 1 cc not enough
0:01:57 You're going to be a shit here, you're going to be a shit here, you're going to be a shit here
0:02:05 I'm going to fall these pits here they're great said all go the pit then you have to go up
0:02:19 some kind of antenna exactly for reception to work well have to experiment to try
0:02:26 I want it 4 on the spot diameter try the price and do try a little now
0:02:35 I'll get things sorted out, by the way I'm in the hole now and I don't think I've noticed anything else
0:02:42 I'm on a flat road
0:03:12 the weather in the sauna is gorgeous sunshine is not a handle you know so kind of puts but not a puddle
0:03:28 just a little bit of night frosts in short super 130 that we with a contrabass to you
0:03:37 come to the bathhouse
0:03:38 sad, what's up with you?
0:04:00 Who asked who was sad
0:04:03 ?
0:06:04located
0:06:25 And that's the most important thing, they had this punching force.
0:06:28 And that's it, who's there to resist?
0:06:31 With these, they say, there are small groups of guards there,
0:06:34 These are like the ones on our translation, OPTOs, that's how they beat
0:06:37 They will not, they already have all the Chernobyl guards on our
0:06:41 side there and so on.
0:06:42 Anyway, that's what I mean, too, I thought it was okay.
0:06:46 will be, and as for the sanctions, well, I'm going to the bank right now,
0:06:51 I want to try to convert the dollar, will it work
0:06:53 or not, I'll take a look and tell you.
","0:00:00:  ?????? ?? ???? ?? ???? ?? ???????? ??????? ?? 100 ???? ?????? ?? ?? ??? ??
 0:00:14:  ??????? ? ?????? 4 4 22 ??????????? ????????? ? ?????? ??????? ?? ????? ?? 100 ???? ????
 0:00:28:  ?????? ? ???? ????????? ??? ?????? ??????????? ?????? ????? ????????? ??? ? ??? ????
 0:00:52:  ??? ?????? ????? ??? ???????? ????????? ?????? ?????? ?? ? ????????????? 12 ???? ???????
 0:01:02:  ?? ?????? ?? ??????? ????????? ??? ?? ?????? ???? ?? ??????????? ???????? ???? ?????? ????
 0:01:10:  54 ?????????? ???????? ??? ? ?? ?????? ??? ???????? ?? ?????? ???????????? ?? ??? ????????
 0:01:18:  ??? ????? ?????????? ????? ? ????? ??????????? ??????? ?? ????? ? ???? ?? ??? ????????? ?? ?
 0:01:25:  ?????? ???? ??? ?? ????????? ?????? ????????? ?????? ?? ???? ? ? ???? ?? ??? ??????
 0:01:32:  ? ???? ??????? ?????? ????????? ????????? ???????????? ? ????? ??????? ????????? ???
 0:01:47:  ???? ????? ?????? ??????? ???? ?????? ??? ???? ?? ?? ????????? ?????? 1 ?????? ?? ???????
 0:01:57:  ?? ???? ?? ???? ???????? ????? ?????? ??? ????? ????????? ??????? ????? ??? ????? ???? ???????
 0:02:05:  ? ???? ?????? ??? ??? ???? ??? ??? ??????? ??????? ??? ????? ???? ????? ?????? ????
 0:02:19:  ?????-?? ??????? ?????? ?? ????? ????? ?????? ???????? ???? ?????????????????? ?????????
 0:02:26:  ? ???? ??? 4 ?? ????? ????????? ???????? ?? ???? ? ??????? ?????? ?????? ????????
 0:02:35:  ? ?????? ?????????? ??? ?????? ? ?????? ? ???? ????? ?? ????????? ?????? ????? ?? ???????
 0:02:42:  ? ?? ?????? ??????
 0:03:12:  ? ???? ??????? ???????? ???????? ?? ????? ????? ?????? ??? ????? ??? ?????? ?? ?? ????
 0:03:28:  ?????? ???? ????-???? ???? ??????????? ?????? ????? 130 ??? ?? ? ??????????? ? ????
 0:03:37:  ??????? ? ????
 0:03:38:  ???????? ?????-?? ??? ??? ? ???? ?????????
 0:04:00:  ? ???? ??????? ??? ????????
 0:04:03:  ?
 0:06:04: ído
 0:06:25:  ? ??? ????? ??????? ? ??? ???? ??? ??? ??????? ????.
 0:06:28:  ? ???, ???? ??? ???????????????
 0:06:31:  ??? ???? ???, ???????, ??? ?????? ?????? ?????????,
 0:06:34:  ??? ??? ??? ?? ????? ????????, ?????????, ??? ??? ??????
 0:06:37:  ?? ?????, ??? ??? ??? ?????? ??? ????????????? ?? ?????
 0:06:41:  ??????? ??? ? ??? ?????.
 0:06:42:  ??????, ??? ? ??? ???, ????, ? ?????, ??? ??? ?????????
 0:06:46:  ?????, ? ?? ?????? ???????, ?? ??? ?????? ??? ? ????,
 0:06:51:  ???? ??????????? ?????? ??????????????, ?????????
 0:06:53:  ??? ???, ???????? ? ?????.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
