,File Name,Original Transcription
747,Michael_Ohio_Speech_10-30.MP4," All right, let's go on. I've been a member of Patriot Front for a little over a year now. Since joining, I have come to realize that it was one of the best decisions I have made in my entire life. Despite not even knowing their real names, I consider many in my network my closest friends. Our shared experiences have made them closer than family. The brotherhood I have found in PF is very much what I'd hoped for in the military. There is nothing else to be found that is like it. And it is this brotherhood that has solved a problem I did not even realize I had. Prior to joining PF, like many, I was a nationalist without a nation. I spent a great amount of time only admiring figures and movements from overseas. I found my feeling of identity in cultures from societies that are now history. While these things do have merit and honor, they should only exist as guidance, not what you dedicate all your pride to, as they are long gone. It is especially easy to do this when we are told that the identity we are born to is defined by everything except us. We are told American means a great progressive experiment of multiracialism. They used to tell us that anyone can be American so long as they believe in the Constitution. But now that part has dropped as well. We are shown that America means every expression of a culture through music or media must be about disgusting sexual acts, flexing of wealth, or celebration of crime. Then we see that America means exporting these values to the rest of the world and forcibly occupying those who do not comply. We are told to ditch our national identity in favor of whatever product is in season. We are told that this is what America has always been, but also to hate what America used to be. The truth is that these ideals have never been the historical or even current authentic image of America. The identity of our nation is not tied to our current or even historical state leaders. It is defined by the character of the average American. It is very clear that the average American, despite the cultural or political differences of his time, would undoubtedly stand with us today. American has always meant struggle and conquest. Indeed, we must not have shame for being separated from Europe by sea, because our American identity is founded in the greatest and purest form of European character, through fearless conquest and brilliant strategy, that can only come from a European mind. Our identity is not a breaking away from European character, but it is forged in the victory of European nature. It is the men here that have made me realize this. The men who have diligently planned and attended activism. The men who have fearlessly risked everything they have in their life to defend our people when nobody else will. The men who have stood tall and proudly walked streets from Chicago to Philadelphia, that are now as foreign and dangerous to us as this land was when our fathers first came to it. It is the men here that have made me stop wishing that I could have been born in a different era to fight, and instead I am now thankful for this struggle and who I share it with. It is the few young men here today that have come to embody American identity, and it is these men who have the sole right to this identity from our forefathers. We are the only ones who have a right to claim this nation as ours, and no other has the ability to take this precious identity away from us. And so I ask you now, do you give a tumor the honor of the heart? There is no reason to let a parasite, draining the soul of our nation, define it for us. Indeed, we must face this disease head on and excise it with our own hands. Just as our forefathers faced a savage land to conquer, we face a savage beast to slay. Just as our forefathers faced a war against all odds, we must throw ourselves into this battle without fear of our own destiny, but with that of our sons. It is our duty to find and perfect every means within ourselves to achieve victory against this disgusting creature that now holds our people hostage. It is not enough to simply participate as an actor playing out a script written by someone else. Our numbers are so few that we must always seek and forge new tactics in this fatal war. It is our duty because the fate of our people is on the line. You see our people, white Americans, in a completely miserable and broken state every day. These are great people with great potential that have been turned into slaves, and it is your duty to free them. There is nobody else that can come in and save us, nobody else to shirk our responsibilities to, only you and your brothers. You have been passed the torch from your forefathers. You must decide whether you will let it go dim and dark, or stoke it into a great blaze that will guide those worthy of it and scorch those who attack it. Hail Victory! Hail Victory!"
748,More_commands.mp4," Back. Back. Back. Back. Back. There you go. Alright, whoever has to do it, get a few rounds in. Back. Back. Back. Back. Back. Back. Back. Back. Back. Pretty much, you'll adapt accordingly, but this is the quantity command... Back. Back. Back. Back. Back. Back. Next group. Hey, cool dance. That was... No, I'm ready....staggered with the block. Now we're gonna go into... I forget what that one was called. Flying Donkey Double Kick. If you wanna go through a few lockstep blocks, go ahead and do that, cause Norman missed out on it. Sure. Go on, Lord. Keep going, stack up. Come on, behind me. So, this lockstep block, what you're gonna do is you're gonna just take your left foot, you're gonna stay real close, and it's a lockstep block. So you're rotating out to the right every time? Yeah, you left foot forward, and then everyone's shield will line up. So nobody hits you? Yep. Okay. You just gotta move that left foot. Lockstep block. Lockstep block. So what's this for? This for, um... It's just so that way we get all the shields up. So you're just leveling the formation? Yeah. You just move your left foot. Lockstep block all you do. Okay. There you go, all you do. Back. Lockstep block. Back. Back. Once you guys get familiarized with formation movements, it's all about the kick at five feet. Yeah. You know what I mean? Lockstep block. The ball of the foot. We'll go over that here shortly. Is this the first thing you've gone over? Yeah, that was the first thing. Shooter. Don't worry. I've been there many times. Lockstep block. Lockstep block. Lockstep block. Back. Lockstep block. Back. Back. Lockstep block. Back. Lockstep block. And back. Lockstep block. Yeah, and you know, I want some force behind it. We don't want to scare these bastards. You know what I mean? You want to try a little more force? Yeah, that's good. Yeah, be aggressive. Lockstep block. There you go. Yeah! Lockstep block. It don't hurt your foot, but... You know what I mean? Lockstep block. Oh, some dude's going to snap their leg doing it. Yeah. So this is at the start of a formation or just a regroup at any given time? Well, this is our opposition. I mean, if you've got a mob coming at you, then the shield team is going to line up. Lockstep block. And then the section, you're going to have shield team leaders, and then you're going to have a section leader. Dude, stick your finger in it. That'll be all right. But I... Don't contact me. So, with the shield team commander, he's going to call the section being the multiple shield teams, and they're going to have shield team leaders. So what's the smallest unit of shield? Shield. That's the shield team. Shield team. How many are in each team? Five. Five per team. And then five plus five is a... The whole... The rear guard or the van guard? The rear guard is the rear guard. Then you have leaders for each guard. Okay. Do they have a set size for rear or van or is it just going to be five-man teams? Five-man teams. The ratio varies depending on the amount of people in the column. So flexible. We're working on all this, right? Yeah. The learning curve for the whole ward. Okay. But anyway, so we're all... It looks fine, right? Yeah."
749,MSNBC_Dana_Milbank_Reporters_Should_Be_Partisan_When_It_Comes_To_Democracy.mp4," Good evening, everyone. We begin the readout tonight with some scenes from Washington, D.C. this weekend. You're looking at a group of more than 100 white supremacists called the Patriot Front who marched around outside the Lincoln Memorial on Saturday night. Their goal, they say, is to reclaim America on behalf of their white ancestors. And according to the Anti-Defamation League, they openly define themselves as fascists. Now, if they seem familiar, that's because they were among the extremist groups at the Unite the Right rally in Charlottesville, Virginia, though they changed their name after one of their members murdered Heather Heyer with his car. Of course, their extremist views and ridiculous plastic shields earned them lots and lots of mockery this weekend, especially when several were awkwardly left stranded at the Arlington Memorial Bridge because their U-call wasn't large enough to carry them all home. Indeed, they look, OK, really stupid and it's easy to laugh at them. But to do so would be to underestimate them and the millions like them whose radical ideas are on the ascent in this country. Let's not forget the many who laughed at Donald Trump back in 2016 and even after he was elected. Thanks to four years of Trump, this country is now a backsliding democracy, according to an international think tank. And that is no joke. The truth is, this country doesn't have a great track record of recognizing authoritarians for what they are, at least not until it's too late. According to Smithsonian magazine, Benito Mussolini was a darling of the American press and American papers credited Italian fascism with saving Italy from the far left and revitalizing its economy. Similarly, Adolf Hitler was dismissed as a joke, a nonsensical screecher of wild words, according to Newsweek at the time. American press outlets predicted Hitler would be outplayed by more traditional politicians or would become more moderate. In other words, they got it wrong, badly wrong. Now fast forward to the current day and we're seeing a similar pattern emerge when it comes to the threat of Trump's big lie. As Barton Gelman warns in The Atlantic, state Republican operatives have been building an apparatus of election theft under our very noses. He notes that if the plot succeeds, the ballots cast by American voters will not decide the presidency in 2024. Thousands of votes will be thrown away or millions to produce the required effect. The winner will be declared the loser. The loser will be certified president elect. That would be the end of democracy as we know it. This American experiment with multiracial democracy, well, that will be over. And yet for much of the media in this country, it's been business as usual, despite that looming threat. As columnist Dana Milbank writes in The Washington Post, too many journalists are caught in a mindless neutrality between democracy and its saboteurs between fact and fiction. It's time to take a stand. For his column, Milbank actually hired a data analytics company to measure and compare media sentiment toward President Biden and toward Donald Trump. He found that Biden's press for the last four months has been as bad as and for a time even worse than the coverage that Trump received for the same four months of 2020. Not only that, but Trump got roughly twice as much coverage in 2020 as Biden has received in all of 2021 so far. Milbank notes that the country is in an existential struggle between self-governance and an authoritarian alternative. And we in the news media collectively have given equal, if not slightly more favorable treatment to the authoritarians. Dana Milbank joins me along with Jason Johnson, professor of journalism and politics at Morgan State University and host of the Slate podcast Award with Jason Johnson, along with Nancy McLean, historian and author of Democracy in Chains, the deep history of the radical rights stealth plan for America. Dana, I am going to start with you because I noticed that the response to many media beltway media people to your piece was to fight with you about being mean to their particular media entity. Right. You had people from Politico yelling at you on Twitter saying you said mean things about Politico. And it's like, that's not the point. And I feel like you kept trying to make the point that this isn't about, you know, saying mean things about one media outlet's coverage. It's literally the overall impact of their coverage. You wrote Biden is attempting to salvage democratic norms. The people opposing him are using fascist tools of deception and voter disenfranchisement. Neutrality in the struggle is not a virtue. I hear heared you and high five you on Twitter. I just want to let you go. Talk about what you've seen from the inside of what this media is doing, in your view, that's helping authoritarianism thrive. Yeah, Joy, I and I certainly didn't mean to suggest that it's a problem of one outlet or another or this one's better than that. Sure, some are better than others, but that's not the point. This is I mean, think about it. Comparing the form of last four months to the four months of 2020, when Donald Trump was threatening to not honor the results of a free and fair election and then ultimately didn't honor the results of a free and fair election. He was embracing the Proud Boys, white supremacists. He was embracing QAnon. I mean, he was sabotaging the post office. So this is and at that period of time, he got similar to even more favorable coverage than Biden is getting today. So I think that's astonishing. And look, people in my business, I and I support this notion. We like conflict. We're combative. We like to hold the powerful to account. But we're in a whole different game here. It's not Democrats against Republicans. It's small d Democrats against authoritarians. And as you note at the beginning, in many ways, we're losing the struggle. So I agree with reporters not being partisan, but we should be partisan when it comes to democracy. We should be partisan when it comes to the facts. And I think that's where I think we need to take a stand. Right. And, you know, Jason, you know, I've long said that the media is only real bias, at least the mainstream media is toward change and conflict. Right. Donald Trump was entertaining for a lot of Beltway journalists. He was also open. He gave lots of leaks. His administration gave you lots of data and lots of sort of conflict driven, you know, content. He was a content creator. And so there there was a you know, whereas when I remember when Barack Obama was in, the media generally disliked the Obama administration, even though they were not doing anything dangerous. He couldn't even wear a tan suit. The media would go ballistic and go nuts over him because he wasn't accessible, because he was seen as cold and not really accessible. There was no access. My challenge here and this goes all the way back to the way the media operate in the 20s with Mussolini is that the media underplays the danger when a political party is out of step with democratic norms and they overstate the horror when a Democrat generally or somebody who's more of a normal politician does anything that makes them annoyed, right? Anything that irritates sort of elite journalists. I'm worried that that tendency is always going to help the Trumps of the world and always going to hurt the Bidens. And that's not good for our democracy. Joy, you're exactly. No, it's not. And Dana, you're underselling yourself. No, thank you. Thank you for being someone who actually said this. And quite frankly, there's a racialized element to this as well, that I'm happy that you're the individual who said this, because this is something that black journalists have been screaming about since Donald Trump got into office. When the man ran basically saying, I'm going to clear out this country of anybody who's not white and straight. It took three years for large numbers of media outlets. And I'll say the names, not everybody at these particular outlets, but the Hill did this and political did this and the New York Times did this. We've all talked about this for years. It took almost three years for most of the mainstream press to say, hey, this guy is an actual existential threat to democracy. And people who talked about it, especially journalists of color were called alarmist or told they were being extreme. And then it literally took a man trying to overthrow an election and then send terrorists to try to overthrow the results of the election in January for a lot of folks to realize it. It is a problem. It is a danger. Is it entirely the fault of the media? No, it's not. But it is in part the fault. We don't hold each other accountable. And when people want to get angry at the messenger, instead of taking responsibility for the messages that they've been spewing, this is arguably one of the most important articles of journalism I have seen in a very long time. I'm so happy that we're bringing this to the fore, because as we go into 2022 and a lot of the things that they've talked about in the Atlantic start to manifest themselves. When you see in Georgia and Oklahoma and different in Texas, where large swaths of votes are going to get thrown out the window. If we don't establish the language and dialogue necessary to point these dangers out, then we will have stolen elections and 2024 will already be done."
750,MSNBC_MAGA_Era_Reckoning_White_Nationalists_March_At_Lincoln_Memorial.mp4," People visiting the Lincoln Memorial over the weekend were greeted with quite a sight. Hundreds of white nationalists marching down the steps with masks to keep their own identities hidden wearing shields and other armor. Many chanting quote, reclaim America. You can see the upside down American flags among many as well. About 100 years ago, the KKK staged a march past many of these monuments in D.C. The chilling images are here. And it was in essence a very similar message, including the show of power perceived or otherwise to try to do it in Washington. American democracy continues what some call decay and others call an outright slow moving crisis in front of our faces. Take the new Atlantic magazine, which warns January 6th was practice. Meanwhile, across our educational institutions, there are efforts to change our understanding and the next generation's understanding of history itself or to use today's political clashes to avoid any reckoning of what's wrong in the past, be that slavery and racism and misogyny and try to remove those stories for a political agenda today. So what is patriotism across all of this? That's a big question that the nation continues to debate. President Obama, really seeing a lot of what we were headed up against, made his own argument about this in the context of renewed white nationalism and racism and a black president when marking the 50 year anniversary of Selma's Bloody Sunday. Their faith was questioned. Their lives were threatened. Their patriotism challenged. And yet what could be more American than what happened in this place? To debate about truths regarding the past, but also where we want to go together into the future. The documentary filmmaker Ken Burns, celebrated for the time and depth he spends on these issues is now calling for an honest appraisal of the past as critical to where we go. He writes in the Washington Post, being American means reckoning with our, quote, violent history. I'm joined now by Ken Burns, his many award winning films address everything across our history from the Civil War to Vietnam to Hemingway, Muhammad Ali, and some of our favorite American cultural shared institutions like jazz and baseball. He also has launched an educational project that uses those films to teach about history. Welcome to the beat, sir. Thank you, Ari. Good to be with you. Good to have you. Tell us about what you were advocating, knowing all the minefields here and also knowing that I presume you want to continue your reputation as a thoughtful, nonpartisan or serious filmmaker. But you're wading into this to urge what? Well, I think just openness. We've always been interested in the facts in our works. Everything is rooted in the facts and the story. And when you hear about attempts to sort of adjust our history to something more comfortable, you realize that people who don't want to discuss our past are actually afraid of it and wish to perpetuate a status quo. It's interesting that you brought up all of the subjects in the historical moments that you did. We've created a site called Unum out of E Pluribus Unum out of many, one. We're interested in the one and what it means to come together, that it's just in the US, us and there's no them. And the history of human beings, unfortunately, is creating a them when there's not. Part of this is coming to terms with a complicated past and not being so afraid of it. And it may be our treatment of indigenous peoples, as we documented most recently for the Washington Post thing with the brutal massacre at Sand Creek in Colorado and all of that. It may be coming to terms with the fact that white supremacy has been a huge part of who we've been since the very beginning. I've got three films that I've been working on just in the last few months. One is on Benjamin Franklin. It's coming out in April. In the mid 1700s, people are complaining about the Germans coming in there. What they want are the beautiful white and red, meaning the Native Americans. It's it's ghastly comment by Benjamin Franklin, a founding father. We just finished a film on Muhammad Ali that was out in which because he took a faith based decision not to fight in Vietnam, America couldn't see a black man making a faith based decision that we felt like he was giving the middle finger to the country. And so they treated it as a political one. And we know all the problems that we went into. And we're working now on a history of the U.S. and the Holocaust, what we knew and what we didn't know, what we did and what we didn't do, what we should have done and the ways in which, unfortunately, our own sordid past inspired aspects of the Holocaust, from copying our Jim Crow laws for exclusionary laws against Jews to anti-immigration nativist policies that helped a resurgent Ku Klux Klan. The footage that you shared from the United States Capitol, as ghastly as it is, I mean, this is this is nothing new in American history and come to terms with it is, as the President Obama said, the most American thing to do. I don't know why this is even an issue. I don't know why you have me on, because this is why we were built. We're also a sports culture. You know, we're always complaining about what we didn't do well in that game and how we have to do better here. And somehow people are willing in almost every aspect of life to be brutally honest about themselves and their friends and their team and their this. But we can't do that about our history. Our history has become a political football. And what we're trying to do is return it to a place in which we can create a space with UNUM that was funded by the philanthropist David Rubenstein and by the Better Angels Society, create a space where people can have a conversation between the past and events that seem to rhyme. Because we know history doesn't repeat itself, but it rhymes. And I'm in the business of rhyming."
751,mural.mp4," Any more light, any more light. More light please. More light. More light. More light. Fill it in best you can. Start hitting that thing. Turn it off. Make it quick. Good enough. Excellent. I got the blue."
752,MVI_0001.MP4," Oh shit, there's a person there. That's fine. Pull off and get in the car. Just make sure it's not a cop. Let's let Ben get a little bit ahead. Yeah, let's get in the car. Hey, he's going in the car. You guys hang out over here for a bit. Yeah."
753,MVI_0002.MP4," Joe Sure All right, let's start putting the fascis up Then start getting the Patriot front one out Just pull it out hardcore. It'll be fine Yeah, and if you want to grab the blue you can start it Yeah, if you want to stretch it out, I'll put the spray paint up Hand the spray paint to John I couldn't find the piece in there. Yeah, just go next Done? Yes done. Done. Hey, did you lose the dot you left? Roll out"
754,MVI_0003.MP4, Thanks for watching!
755,MVI_0009.MOV," So section, so you know there's three sections, rear guard, vanguard, and screens. So I would say section, which is referring to y'all, because in this case I am your section leader. Now imagine there's another ten guys behind you with the same stuff. So if I say section, I'm referring to all of you. And if I say red team, blue team, etc. You get the idea. So in this case I am section, so I would say section lock. Section advance."
756,MVI_0010.MOV," Section lock. Section advance. Step, step, step. Not you. Step, step, step, step, step, step, step, step. Section halt."
757,MVI_0010.MP4, that's are you okay and this is a good idea oh let me tug on all right
758,MVI_0011.MP4, How many minutes are we on? Oh well I stopped it when they had to move. Okay. Oh my god. That's got to be it. Yeah. That's got to be it. Holy shit. Drunk off. Drunk off. Alright. Alright. Alright. Guys. Go. Go. Line of the 4th all the way down. Let's go. Let's go. Let's go. Let's go. Let's go.
759,MVI_0013.MOV," forward at the same time and then it might be one second, it might be four, forward march will be your first step and then step, step, step, step, step and we'll all fall into a rhythm and just once you fall into that rhythm anticipate it and don't be like step, step, step, step, it's bop bop bop bop bop bop bop bop bop bop bop."
760,MVI_0013.MP4, Thanks for watching!
761,MVI_0014.MOV," There it is. Lock, stab, lock. There was a big disparity in time there. Now you guys look all right. Sure, you could get a little bit neater. Well, that's all right. As long as we're presenting a unified wall of steel, it doesn't matter, we're good. Now a hole like this, well, you're better now, but before it was like that. That's exploitable. So let's say anywhere from like three to four inches is like an acceptable gap. So back at ease. And let's try and get."
762,MVI_0015.MOV," At ease, lock step, still at ease. You're anticipating lock step. Lock. That was an example. That was an example."
763,MVI_0015.MP4," All right, go. Oops."
764,MVI_0016.MOV," Ready, alert, lock, stab, lock! Hell yeah, much better. Now Jason, mind your gap there. It's all right if there's a little one, so long as you close it promptly. There's gonna be a pause between lock, stab, between a."
765,MVI_0016.MP4," Fuck. Okay. Yeah, I'm good. Okay, I'll take my time doing it. How about that? Okay."
766,MVI_0017.MOV," Step, step, step, step, step."
767,MVI_0018.MOV," Forward march. Step, step, step, step, step, step, step, step, step, step, step, step, stop. Very good. That looked perfect. Everyone was stepping together."
768,MVI_0019.MOV," Lock, stab, lock. Forward march. Step, step, step, step."
769,MVI_0020.MOV," be a consistent stationary wall of shields and at no point should one of those stationary groups have to back up. So instead of backing up and then at a certain point having to catch up like this and then repeat, what we're going to do is we're going to have a... Alexander, you want to help me out here? So depending on the speed of the column... Patrick, you want to help out with this? So depending on the speed of the column, what we do is I'm the first row here, so I'm stationary, we make a call, and then what I would do... Boom, make the call. Boom, make the call. Have we said what the call would be yet? We're working on it. Make the call. How about for now just back? Yeah. Yeah. Back. Back. Back. Back. Back. Back. Back. Back. Back. Back. So you get the idea."
770,MVI_0021.MOV, off and just like come around behind because you're already you're in this stance right so if you were to go left you'd have to either pivot or like
771,MVI_0022.MOV," We're taking hits, we're taking hits. They've kind of given us some space. Cycle back! Right away, we don't step forward. Don't move forward. We don't move forward. We need to go back. So James, you're next. Okay. James, you're calling it next. Cycle back! Try to get bigger spacing. Thing real quick, I'm sure you'll agree."
772,MVI_0023.MOV," Cycle back! Cycle back. Give them a little bit more space in between the ranks, y'all. Get some speed in this one. A little bit further back, Austin. A little bit further back. There you go. Cycle back! Space, space, space. Yeah, right here. Cycle back! Further back, James. Like right here. There you go. Cycle back! Alright, you're out of space back here. Alright, flip a bitch. Turn around."
773,MVI_0024.MOV," Just be further back, further back."
774,MVI_0025.MOV," Cycle back. Quicker guys, you don't have to be fully formed up before you call it. Good spacing Austin. Stay in line y'all. Middle row, stay in line. Remember, stay in line. Right here, there you go. In line right here. In line right here. Get in line quick. Nope, keep going back James. There you go. Right on me right here. Oh. Cycle back. Cycle back. Space it out, space it out on me. Back Jason. Cycle back. Alright, last one."
775,MVI_0026.MOV," Watch the rear of that column. Cycle back! Cycle back! Cycle back! Good pace boys, good pace. Keep it up. Cycle back! I guess you guys should be cycling back at the speed I'm moving towards you. Getting too close. Cycle back! Cycle back! Pick it up, pick it up, pick it up. Call it. Cycle back! Cycle back! Watch the flag guy. Cycle back! This is the speed that the flags are going to be marked."
776,MVI_0027.MOV," The attacking team, pigs, shows up. What y'all are gonna do is, y'all may not have shields. You may be flags right now. What y'all are gonna do is lock up. You're gonna lock up. How you gonna do that with flags, buddy? Maybe the flag, if it's between getting arrested and dropping a flag. Maybe the flag just needs to go on the fucking ground. Yeah, so if it's in between that, so y'all are gonna lock up, lock up, lock up and brace. Ain't boomer America anymore, brother. If I try to grab him, I'm trying to pull him, and then I see that I'm isolated. Now the pig is isolated, so I have to back off. And so the assailing team, we'll have, the assailing team."
777,MVI_0028.MOV," Wait, who's the big boys? Y'all are patriots, y'all are pigs. Ready, set, go! Ah! Oh! Pull! Pull! Pull! We need to all grab the same guy. Stop!"
778,MVI_0029.MOV," If you were Jason, you would say, hey we're getting assed, let's get at him, right? And then y'all all coordinate, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, so y'all all coordinate to get at him. Because your objective, right, is to find and identify the instigator, pull him back, isolate him, and hog tie him. Look how fucking guilty this guy looks. This is him, officer. Ha ha."
779,MVI_0030.MOV," 10 second timer, ready, set, go! Everybody get the retarded one! Watch, watch, watch! Woo! Get him! Don't arrest the goblins! Wait, wait, wait, hold on! Good boy, Tex, good boy, Tex! So, um... Dude, that's like the more masculine way to lay a hunter down. So, we have..."
780,MVI_0031.MOV," You started these started these arms at your side. Yeah, we were attacking last time. No, yeah. They were defending. We were attacked. So we'll be defending. Y'all are defending dollar sailing. Okay. All right. So remember, you might want to reach for the guy in the car, right? You want to strategize a little bit. You also want to communicate because you know, those cops are going to be communicating with you. Yeah, they're going to hear what you're saying, but you know, it's not a testimony. Okay. All right, ready? Ready? Go. Brace. Brace. Brace. Come on. Come on. Oh. Time. Quiet. He got it."
781,MVI_0031.MP4," Actually, yeah, I don't really"
782,MVI_0032.MOV," They're fucking drone striking us boys. Don't kick. Oh, we got him, we got him. Oh, you've been invited to jail. Oh no, he's totally going to town."
783,MVI_0032.MP4, Scrubbingader.com Scrubbingader.com
784,MVI_0033.MOV," 3, 2, go! Brace! No! No! No! No! No! No! Watch the rear! Watch the rear! Get him! Get him! We got him! Run! Run! Run! Run!"
785,MVI_0034.MOV," his armpit is on my neck, right? He's doing a reverse guillotine almost. I get real low and if the partner's not hurt, he can kind of help you with this process. He's going to need to. He's going to put his left arm in the small of my back, like the tramp stamp. There you go. You're just going to apply a little bit of pressure. Now I'm just going to stand up. All his weight's off of me. It's basically on my right shoulder here and I can just... Nice little jog. Alright, see ya. Bye! This keeps going. Oh no, watch out, you got teched on ya. You got a tail. K-90! Run!"
786,MVI_0034.MP4, yeah right um this is Feliz Navidad
787,MVI_0035.MOV," It's all in the knees though. Don't pick them up with your back. It's gonna hurt a lot. Can you show the beginning one more time? I didn't get that on camera so we would catch me and show it to somebody. My left arm around his right arm, over my head, in his armpit, bend at the knees, kind of use your elbows, and press off."
788,MVI_0035.MP4, Okay.
789,MVI_0036.MOV, this and you're just gonna lean back.
790,MVI_0036.MP4," ** unique kicks in ** Hello. Cheers. You know, back in high school I used to, you know, play a game. Thomas, that's not Thomas. Whenever he talks to you it makes you feel bad."
791,MVI_0037.MOV, ever carried by the legs or we can do that I'll show you so when I get his his arms are out I'm doing his arms in bring his feet together like so pick him up step on his feet he helped me there so that wasn't
792,MVI_0038.MOV," It's the same thing except you just bring their knees up and then you can put up against there And then you just do the same thing. It's legit, but just put the knees up. That's all it takes That they get more rotation up there. Do you know the chair here? Do you know what off the top of your head?"
793,MVI_0039.MOV," your right arm goes over your left arm, right? And then me and Homie are going to interlock arms at our forearms. And then our casualty is just gonna sit. King. King Patrick. You're a fat ass! Hail to the king! Right, so it requires a little bit of coordination, but it's really effective."
794,MVI_0040.MOV," Your hand goes right, trap step."
795,MVI_0041.MOV," James. Yes. Gentle. I'm a tool. And you wrap your arms around their necks. Like that. Like you're in a chair. This one. Let's go. Okay. Cop car just ran over his foot. He's fine. He's conscious, but he can't walk. Right? He can't walk on it."
796,MVI_0043.MOV, to take that weight off of their wrists.
797,MVI_0049.MP4," they will kill them all, Bump you with a coin"
798,MVI_0050.MOV," one person on each side of both people. Hey, gather around! Gather around! Hey! Get a good video of this one. He has to be a bit conscious, because if he's not conscious, you don't want to do this because his spine might not be aligned. But if he has the ability to move his neck, but say he's like... Or if you've got like a poncho on her or something. Yes, something like that. Oh my god, Alex, are you okay? You take their shoulders like around you, they go around your neck, like you were doing before, and you can support their spine here. Put their back, and the other hand just goes here, and you just lift, one, two, three. Oh!"
799,MVI_0051.MOV," Set, go! Motherfucker! This darn pig ran away! Get the fuck away from me! Get the fuck away from me! What are you doing? Hi, I'm Gucci! Make sure you tell your partner, Gucci! Yeah! Perfect! Get a spine injury! Perfect! Yeah! If it's an issue, you need to do a two-man carry, right? I see a light! I'm going to a light! Don't hurt yourself!"
800,MVI_0052.MOV," We got William, we got William. Thanks. I can't breathe, I can't breathe. Lay down. I'm gonna fucking kill you. Ready? Grab the thigh, grab the thigh with your right hand. Under, under, under. Come on man. Up, up, up, up, come on dude. Let's go. Let's go Austin. Speed walk. Wait, wait. There's still a dead guy over here guys. You're gonna need help with that Daniel. Yeah I know. Oh there's a second dead guy over here. I didn't even see him. Holy shit, Jesus Tex. Get him. Oh damn. Oh Tex hates dead people. Alright, one, two, three. I got him. Oh you're being escorted by the big dog."
801,MVI_0053.MOV," One, go! On that, on 300 pounds, I need two men! He's trying to rape me! Come on, let's go! Alright, I got myself a dude. We got a dude, on top of a dude. You think this is the first time Patrick's yelled out, I need two men? Definitely not. Oh, Tim, we're going for the straight people first. The discrimination. You're right, these niggas gay! Oh, okay, you don't need to start laughing, your hips are thrusting into me now. Don't say that! Just throw these guys in the ditch. Yeah, perfect. What are you doing? Just carrying my guys by the shoulders. Just fuck that guy's neck. Just grabbing by the shoulders. Give me your arms, I'll get in front of you. Come on, get him up, get him up, get him up, go! Come on, guys! I can't break any of his ribs. Get under his armpits. Get under my armpits, if you can. That works. Go, go, go! You've got four seconds before I arrest your ass. Oh! No, no, no, no, no, no, no, no, no, no, no, no. Other way, like that. There you go. Oh, he's going to drop him again."
802,MVI_0053.MP4," Alright. We're good. I don't know about that. Tell me when you want me to rush in. Wait a second. Alright, he's coming now. Hold it. Alright, we're going to do another below it. It'll just spray the whole thing. Alright, good. Do another where it is. Alright, let's get this one in here. Let's hear it. I got a different color too. We'll do that above and below. Alright, Michael, you take this. Alright, Nathan, you're going to put this one here and do it there. Nathan, not going in my backpack. Beautiful. Below as well. Good angle? Yup. Hold it flat. Alright. Let's go and do it."
803,MVI_0054.MOV," Left, left, forward, march! Column, halt!"
804,MVI_0055.MOV," Forward, march! Column, mark time, march! That's my fuck up. Column, halt!"
805,MVI_0056.MOV," Mark time, march. Forward, march. Column right, march. You've got to shorten steps on the right side. Column right, march. Right side chop your steps, left side pull it out."
806,MVI_0057.MOV," With someone other than you should be doing the chop step fulcrum, you know So mark time march Forward march Column left march"
807,MVI_0058.MOV," left, you'll chop stuff off me. Alright, so line up like this. Alright, so what I'm gonna do is, when I call column left, I'm gonna basically, like I'm marching, I'm marching, I'm marching, I'm gonna stop and pick up my legs and just do this kind of thing. Alright, like I'm just turning the column on me. And when you're doing the chop step, you can lift your knees higher. A mark time looks like this. This is what a real mark time looks like, but we're not doing that because why? Alright, ready? Mark time, march. Forward, march. Watch out, yo. Column left, march. Nice. Forward, march. Column left, march. Forward, march. Mark time, march. Slow it down, slow it down. Column, halt."
808,MVI_0059.MOV, March by March and then you would go straight into forward march.
809,MVI_0060.MOV," on the left foot? It should be, it should just be a smooth transition, but for right now, like y'all see me mark time, and I think when y'all catch up to me, y'all want to mark time, so we're just gonna do that for now. But when we start doing like a real calm left, I'm the only one that's marked time, right? And then when y'all catch up to me, then it should just be like a smooth transition back to mark time. But just in general with mark time march, even without the turning. So wouldn't it be like, you know, mark time march, we're like this, and they say forward march, shouldn't we, we should always start on the left. Yeah, it's left leg, it's always left leg. So even, so if you were like, you say mark time, like forward march, and you're on the right, you should like take another step and then go. Right, so if the guy calling the command hooks it up, wait for the next left foot to step off that. All right, maybe I didn't illustrate that at the first time, that's my mistake, but if you, if I'm calling a column left, or if I'm calling mark time, right, we're mark timing, and I go forward march, I called it on my right foot, that's fucked up. I should be calling it on my left foot, so then what you'll do, column, or forward march, you'll be like, oh, boom. Right? Yeah, yeah."
